episode,scene,task_description,start,end,frames,verb,object,hand,grip,grasp_loc,angle,source,relation,ref_object,ref_direction,orientation,flip,sub_position,text
2026-03-14-23-33-12-351000,pick_place_diverse,pick and place on variety of objects,1335,1365,30,place,bag of chips,right,-,-,-,-,left,pink plate,left,backwards,none,none,Put the bag of chips to the left of the pink plate with the right hand facing backwards.
2026-03-14-23-33-12-351000,pick_place_diverse,pick and place on variety of objects,1365,1620,255,pick,corn,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the corn from the table with the left hand at a diagonal angle grasping the middle.
2026-03-14-23-33-12-351000,pick_place_diverse,pick and place on variety of objects,1620,1698,78,place,corn,left,-,-,-,-,corner,bag of chips,corner,top_right,none,top_right,Put the corn to the left of the bag of chips on the top right side with the left hand facing top right with the tip as the reference point.
2026-03-14-23-33-12-351000,pick_place_diverse,pick and place on variety of objects,1698,1908,210,pick,eggplant,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the eggplant from the table with the right hand at a diagonal angle grasping the middle.
2026-03-14-23-33-12-351000,pick_place_diverse,pick and place on variety of objects,1908,2013,105,place,eggplant,right,-,-,-,-,on_top,pink plate,on_top,bottom_right,none,top,Place the eggplant on the top side of the pink plate with the right hand facing bottom right from the tip.
2026-03-14-23-33-12-351000,pick_place_diverse,pick and place on variety of objects,2012,2244,232,pick,corn,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the corn from the table with the left hand at a diagonal angle grasping the middle.
2026-03-14-23-33-12-351000,pick_place_diverse,pick and place on variety of objects,2244,2355,111,place,corn,left,-,-,-,-,front,bag of chips,front,forwards,none,none,Put the corn in front of the bag of chips on the left side with the left hand facing forwards with the tip facing forwards.
2026-03-14-23-33-12-351000,pick_place_diverse,pick and place on variety of objects,2355,2550,195,pick,croissant,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the croissant from the table with the right hand at a diagonal angle from the middle.
2026-03-14-23-33-12-351000,pick_place_diverse,pick and place on variety of objects,2550,2652,102,place,croissant,right,-,-,-,-,corner,pink plate,corner,none,none,top_right,Place the croissant to the right of the pink plate on the top right side with the right hand.
2026-03-14-23-33-12-351000,pick_place_diverse,pick and place on variety of objects,2652,2706,54,return,-,right,-,-,-,-,-,-,-,-,-,-,Return to home with the right hand.
2026-03-14-23-33-12-351000,pick_place_diverse,pick and place on variety of objects,2706,2895,189,pick,corn,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the corn from the table with the left hand at a diagonal angle grasping the middle.
2026-03-14-23-33-12-351000,pick_place_diverse,pick and place on variety of objects,2895,2979,84,place,corn,left,-,-,-,-,front,pink plate,front,forwards,none,bottom,Put the corn in front of the pink plate with the left hand on the bottom side facing forwards with the tip as the reference point.
2026-03-14-23-33-12-351000,pick_place_diverse,pick and place on variety of objects,2979,3000,21,return,-,left,-,-,-,-,-,-,-,-,-,-,Return to home with the left hand.
2026-03-14-23-41-03-851000,pick_place_diverse,pick and place on variety of objects,0,162,162,pick,stuffed toy,right,side,bottom,diagonal,table,-,-,-,-,-,-,Pick up the stuffed toy from the table with the right hand using a side grip at the bottom from a diagonal angle.
2026-03-14-23-41-03-851000,pick_place_diverse,pick and place on variety of objects,162,363,201,place,stuffed toy,right,-,-,-,-,inside,beige bowl,inside,forwards,none,none,Put the stuffed toy inside the beige bowl with the right hand facing forwards.
2026-03-14-23-41-03-851000,pick_place_diverse,pick and place on variety of objects,363,600,237,pick,canned goods,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the canned goods from the table with the left hand at a diagonal angle from the middle.
2026-03-14-23-41-03-851000,pick_place_diverse,pick and place on variety of objects,600,744,144,place,canned goods,left,-,-,-,-,left,beige bowl,left,none,up,none,Put the canned goods to the left of the beige bowl with the left hand right side up with the front as the reference point.
2026-03-14-23-41-03-851000,pick_place_diverse,pick and place on variety of objects,744,906,162,pick,pepsi can,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the pepsi can from the table with the right hand at a diagonal angle grasping the middle.
2026-03-14-23-41-03-851000,pick_place_diverse,pick and place on variety of objects,906,1053,147,place,pepsi can,right,-,-,-,-,right,beige bowl,right,none,none,none,Put the pepsi can to the right of the beige bowl with the right hand.
2026-03-14-23-41-03-851000,pick_place_diverse,pick and place on variety of objects,1317,1401,84,pick,white coffee pod,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the white coffee pod from the table with the right hand at a diagonal angle grasping the middle.
2026-03-14-23-41-03-851000,pick_place_diverse,pick and place on variety of objects,1401,1617,216,place,white coffee pod,right,-,-,-,-,right,blue pepsi can,right,none,up,none,Put the white coffee pod to the right of the blue pepsi can with the right hand right side up with the front as the reference point.
2026-03-14-23-41-03-851000,pick_place_diverse,pick and place on variety of objects,1617,1842,225,pick,cabbage,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the cabbage from the table with the left hand at a diagonal angle grasping the middle.
2026-03-14-23-41-03-851000,pick_place_diverse,pick and place on variety of objects,1842,1986,144,place,cabbage,left,-,-,-,-,left,canned goods,left,backwards,none,none,Put the cabbage to the left of the canned goods with the left hand facing backwards with the tip as the reference point.
2026-03-14-23-41-03-851000,pick_place_diverse,pick and place on variety of objects,1986,2163,177,pick,pepsi can,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the pepsi can from the table with the right hand at a diagonal angle grasping the middle.
2026-03-14-23-41-03-851000,pick_place_diverse,pick and place on variety of objects,2163,2331,168,place,pepsi can,right,-,-,-,-,corner,white coffee pod,corner,none,none,none,Put the pepsi can to the bottom left of the white coffee pod with the right hand.
2026-03-14-23-41-03-851000,pick_place_diverse,pick and place on variety of objects,2331,2409,78,return,-,right,-,-,-,-,-,-,-,-,-,-,Return to home with the right hand.
2026-03-14-23-41-03-851000,pick_place_diverse,pick and place on variety of objects,2409,2550,141,pick,canned goods,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the canned goods from the table with the left hand at a diagonal angle grasping the middle.
2026-03-14-23-41-03-851000,pick_place_diverse,pick and place on variety of objects,2550,2652,102,place,canned goods,left,-,-,-,-,above,beige bowl,above,none,none,none,Put the canned goods on the top of the beige bowl with the left hand.
2026-03-14-23-41-03-851000,pick_place_diverse,pick and place on variety of objects,2652,2844,192,pick,beige bowl,left,lip,left,diagonal,table,-,-,-,-,-,-,Pick up the beige bowl from the table with the left hand using a lip grip from the left at a diagonal angle.
2026-03-14-23-41-03-851000,pick_place_diverse,pick and place on variety of objects,2844,3000,156,dump,stuffed toy,left,-,-,-,-,table,,none,none,none,none,Dump the stuffed toy on the table with the left hand.
2026-03-14-23-43-33-660000,pick_place_diverse,pick and place on variety of objects,0,135,135,pick,green cabbage,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the green cabbage from the table with the left hand at a diagonal angle grasping the middle.
2026-03-14-23-43-33-660000,pick_place_diverse,pick and place on variety of objects,135,240,105,place,green cabbage,left,-,-,-,-,front,beige bowl,front,backwards,none,top,Put the green cabbage in front of the beige bowl on the top side with the left hand facing backwards.
2026-03-14-23-43-33-660000,pick_place_diverse,pick and place on variety of objects,240,462,222,pick,blue soda can,right,side,top,diagonal,table,-,-,-,-,-,-,Pick up the blue soda can from the table with the right hand using a side grip at the top with a diagonal pick angle.
2026-03-14-23-43-33-660000,pick_place_diverse,pick and place on variety of objects,462,573,111,place,blue soda can,right,-,-,-,-,right,yellow can,right,none,none,none,Put the blue soda can to the right side of the yellow can with the right hand.
2026-03-14-23-43-33-660000,pick_place_diverse,pick and place on variety of objects,573,759,186,pick,green cabbage,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the green cabbage from the table with the left hand at a diagonal angle grasping the middle.
2026-03-14-23-43-33-660000,pick_place_diverse,pick and place on variety of objects,759,870,111,place,green cabbage,left,-,-,-,-,inside,beige bowl on top,inside,backwards,none,none,Put the green cabbage into the beige bowl on top with the left hand facing backwards with the tip as the orientation reference point.
2026-03-14-23-43-33-660000,pick_place_diverse,pick and place on variety of objects,870,1047,177,pick,beige bowl,left,lip,bottom,diagonal,table,-,-,-,-,-,-,Pick up the beige bowl from the table with the left hand using a lip grip at the bottom left with a diagonal pick angle.
2026-03-14-23-43-33-660000,pick_place_diverse,pick and place on variety of objects,1047,1164,117,place,beige bowl,left,-,-,-,-,left,gray stuffed toy,left,none,none,none,Put the beige bowl to the left side of the gray stuffed toy with the left hand.
2026-03-14-23-43-33-660000,pick_place_diverse,pick and place on variety of objects,1164,1365,201,pick,gray stuffed toy,right,plain,entire,diagonal,table,-,-,-,-,-,-,Pick up the gray stuffed toy from the table with the right hand at a diagonal angle grasping the entire object.
2026-03-14-23-43-33-660000,pick_place_diverse,pick and place on variety of objects,1365,1476,111,place,gray stuffed toy,right,-,-,-,-,right,white canister,right,backwards,none,none,Put the gray stuffed toy on the right side of the white canister with the right hand facing backwards.
2026-03-14-23-43-33-660000,pick_place_diverse,pick and place on variety of objects,1692,1776,84,pick,yellow can,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the yellow can from the table with the left hand at a diagonal angle grasping the middle.
2026-03-14-23-43-33-660000,pick_place_diverse,pick and place on variety of objects,1776,1914,138,place,yellow can,left,-,-,-,-,left,beige bowl,left,none,none,none,Place the yellow can to the left side of the beige bowl with the left hand.
2026-03-14-23-43-33-660000,pick_place_diverse,pick and place on variety of objects,1914,2097,183,pick,gray stuffed toy,right,plain,entire,diagonal,table,-,-,-,-,-,-,Pick up the gray stuffed toy from the table with the right hand at a diagonal angle grasping the entire object.
2026-03-14-23-43-33-660000,pick_place_diverse,pick and place on variety of objects,2097,2208,111,place,gray stuffed toy,right,-,-,-,-,left,white canister,left,backwards,none,top,Put the gray stuffed toy to the left of the white canister on the top side with the right hand facing backwards.
2026-03-14-23-43-33-660000,pick_place_diverse,pick and place on variety of objects,2208,2256,48,return,-,right,-,-,-,-,-,-,-,-,-,-,Return to home with the right hand.
2026-03-14-23-43-33-660000,pick_place_diverse,pick and place on variety of objects,2256,2379,123,pick,yellow can,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the yellow can from the table with the left hand at a diagonal angle grasping the middle.
